Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI
2016,2016 Senior,Hospice Care,Alaska,49,30.9,-2,,
2016,2016 Senior,Hospice Care,Alabama,16,54.8,0.41,,
2016,2016 Senior,Hospice Care,United States,,51.4,,,
2016,2016 Senior,Hospice Care,Arkansas,20,52.7,0.16,,
2016,2016 Senior,Hospice Care,Arizona,1,65.5,1.7,,
2016,2016 Senior,Hospice Care,California,39,45.6,-0.7,,
2016,2016 Senior,Hospice Care,Colorado,13,56.3,0.59,,
2016,2016 Senior,Hospice Care,Connecticut,38,46.3,-0.61,,
2016,2016 Senior,Hospice Care,District of Columbia,,43.9,,,
2016,2016 Senior,Hospice Care,Delaware,4,61.3,1.19,,
2016,2016 Senior,Hospice Care,Florida,3,61.4,1.2,,
2016,2016 Senior,Hospice Care,Georgia,5,60.3,1.07,,
2016,2016 Senior,Hospice Care,Hawaii,41,44.4,-0.84,,
2016,2016 Senior,Hospice Care,Iowa,7,59.2,0.94,,
2016,2016 Senior,Hospice Care,Idaho,23,51.8,0.05,,
2016,2016 Senior,Hospice Care,Illinois,25,51.2,-0.02,,
2016,2016 Senior,Hospice Care,Indiana,29,49,-0.29,,
2016,2016 Senior,Hospice Care,Kansas,22,52,0.07,,
2016,2016 Senior,Hospice Care,Kentucky,44,42.8,-1.03,,
2016,2016 Senior,Hospice Care,Louisiana,14,55.4,0.48,,
2016,2016 Senior,Hospice Care,Massachusetts,36,46.9,-0.54,,
2016,2016 Senior,Hospice Care,Maryland,31,48.5,-0.35,,
2016,2016 Senior,Hospice Care,Maine,32,48.3,-0.37,,
2016,2016 Senior,Hospice Care,Michigan,11,57,0.67,,
2016,2016 Senior,Hospice Care,Minnesota,27,50.5,-0.11,,
2016,2016 Senior,Hospice Care,Missouri,17,53.1,0.2,,
2016,2016 Senior,Hospice Care,Mississippi,30,48.9,-0.3,,
2016,2016 Senior,Hospice Care,Montana,42,43.7,-0.93,,
2016,2016 Senior,Hospice Care,North Carolina,18,53,0.19,,
2016,2016 Senior,Hospice Care,North Dakota,50,30.3,-2,,
2016,2016 Senior,Hospice Care,Nebraska,24,51.4,0,,
2016,2016 Senior,Hospice Care,New Hampshire,34,47.9,-0.42,,
2016,2016 Senior,Hospice Care,New Jersey,33,48.1,-0.4,,
2016,2016 Senior,Hospice Care,New Mexico,20,52.7,0.16,,
2016,2016 Senior,Hospice Care,Nevada,26,50.8,-0.07,,
2016,2016 Senior,Hospice Care,New York,48,32.4,-2,,
2016,2016 Senior,Hospice Care,Ohio,6,59.6,0.99,,
2016,2016 Senior,Hospice Care,Oklahoma,15,55.1,0.44,,
2016,2016 Senior,Hospice Care,Oregon,10,57.6,0.75,,
2016,2016 Senior,Hospice Care,Pennsylvania,28,50,-0.17,,
2016,2016 Senior,Hospice Care,Rhode Island,12,56.7,0.64,,
2016,2016 Senior,Hospice Care,South Carolina,8,58.3,0.83,,
2016,2016 Senior,Hospice Care,South Dakota,45,38.1,-1.6,,
2016,2016 Senior,Hospice Care,Tennessee,39,45.6,-0.7,,
2016,2016 Senior,Hospice Care,Texas,9,58,0.79,,
2016,2016 Senior,Hospice Care,Utah,2,64.5,1.58,,
2016,2016 Senior,Hospice Care,Virginia,35,47.7,-0.44,,
2016,2016 Senior,Hospice Care,Vermont,47,34.4,-2,,
2016,2016 Senior,Hospice Care,Washington,37,46.4,-0.6,,
2016,2016 Senior,Hospice Care,Wisconsin,19,52.9,0.18,,
2016,2016 Senior,Hospice Care,West Virginia,43,43.5,-0.95,,
2016,2016 Senior,Hospice Care,Wyoming,46,34.7,-2,,
2016,2016 Senior,Hospital Deaths,Alaska,40,23.5,0.66,,
2016,2016 Senior,Hospital Deaths,Alabama,44,24.2,0.89,,
2016,2016 Senior,Hospital Deaths,United States,,21.5,,,
2016,2016 Senior,Hospital Deaths,Arkansas,23,20.4,-0.36,,
2016,2016 Senior,Hospital Deaths,Arizona,1,15.3,-2,,
2016,2016 Senior,Hospital Deaths,California,47,25.4,1.28,,
2016,2016 Senior,Hospital Deaths,Colorado,4,16.6,-1.61,,
2016,2016 Senior,Hospital Deaths,Connecticut,46,24.6,1.02,,
2016,2016 Senior,Hospital Deaths,District of Columbia,,26.2,,,
2016,2016 Senior,Hospital Deaths,Delaware,7,17.8,-1.22,,
2016,2016 Senior,Hospital Deaths,Florida,10,18.4,-1.02,,
2016,2016 Senior,Hospital Deaths,Georgia,14,19.1,-0.79,,
2016,2016 Senior,Hospital Deaths,Hawaii,49,26.6,1.68,,
2016,2016 Senior,Hospital Deaths,Iowa,3,16.4,-1.68,,
2016,2016 Senior,Hospital Deaths,Idaho,6,17.5,-1.32,,
2016,2016 Senior,Hospital Deaths,Illinois,28,21.3,-0.07,,
2016,2016 Senior,Hospital Deaths,Indiana,20,20.3,-0.4,,
2016,2016 Senior,Hospital Deaths,Kansas,27,21.2,-0.1,,
2016,2016 Senior,Hospital Deaths,Kentucky,39,23.1,0.53,,
2016,2016 Senior,Hospital Deaths,Louisiana,25,20.9,-0.2,,
2016,2016 Senior,Hospital Deaths,Massachusetts,38,23,0.49,,
2016,2016 Senior,Hospital Deaths,Maryland,34,22.7,0.4,,
2016,2016 Senior,Hospital Deaths,Maine,32,22.1,0.2,,
2016,2016 Senior,Hospital Deaths,Michigan,11,18.5,-0.99,,
2016,2016 Senior,Hospital Deaths,Minnesota,17,19.5,-0.66,,
2016,2016 Senior,Hospital Deaths,Missouri,32,22.1,0.2,,
2016,2016 Senior,Hospital Deaths,Mississippi,42,24,0.82,,
2016,2016 Senior,Hospital Deaths,Montana,12,18.8,-0.89,,
2016,2016 Senior,Hospital Deaths,North Carolina,29,21.5,0,,
2016,2016 Senior,Hospital Deaths,North Dakota,41,23.8,0.76,,
2016,2016 Senior,Hospital Deaths,Nebraska,18,20,-0.49,,
2016,2016 Senior,Hospital Deaths,New Hampshire,20,20.3,-0.4,,
2016,2016 Senior,Hospital Deaths,New Jersey,47,25.4,1.28,,
2016,2016 Senior,Hospital Deaths,New Mexico,16,19.3,-0.72,,
2016,2016 Senior,Hospital Deaths,Nevada,35,22.8,0.43,,
2016,2016 Senior,Hospital Deaths,New York,50,30.9,2,,
2016,2016 Senior,Hospital Deaths,Ohio,5,17.2,-1.42,,
2016,2016 Senior,Hospital Deaths,Oklahoma,31,21.8,0.1,,
2016,2016 Senior,Hospital Deaths,Oregon,9,18.3,-1.05,,
2016,2016 Senior,Hospital Deaths,Pennsylvania,19,20.1,-0.46,,
2016,2016 Senior,Hospital Deaths,Rhode Island,12,18.8,-0.89,,
2016,2016 Senior,Hospital Deaths,South Carolina,24,20.7,-0.26,,
2016,2016 Senior,Hospital Deaths,South Dakota,20,20.3,-0.4,,
2016,2016 Senior,Hospital Deaths,Tennessee,35,22.8,0.43,,
2016,2016 Senior,Hospital Deaths,Texas,14,19.1,-0.79,,
2016,2016 Senior,Hospital Deaths,Utah,2,15.7,-1.91,,
2016,2016 Senior,Hospital Deaths,Virginia,42,24,0.82,,
2016,2016 Senior,Hospital Deaths,Vermont,37,22.9,0.46,,
2016,2016 Senior,Hospital Deaths,Washington,26,21,-0.16,,
2016,2016 Senior,Hospital Deaths,Wisconsin,8,18.1,-1.12,,
2016,2016 Senior,Hospital Deaths,West Virginia,45,24.4,0.95,,
2016,2016 Senior,Hospital Deaths,Wyoming,29,21.5,0,,
2016,2016 Senior,Hospital Readmissions,Alaska,15,14.2,-0.9,15.3,13
2016,2016 Senior,Hospital Readmissions,Alabama,22,14.6,-0.4,14.9,14.3
2016,2016 Senior,Hospital Readmissions,United States,,15,,,
2016,2016 Senior,Hospital Readmissions,Arkansas,44,15.7,0.8,16.1,15.3
2016,2016 Senior,Hospital Readmissions,Arizona,18,14.4,-0.6,14.7,14
2016,2016 Senior,Hospital Readmissions,California,28,14.9,-0.1,15,14.7
2016,2016 Senior,Hospital Readmissions,Colorado,5,13.1,-2,13.5,12.7
2016,2016 Senior,Hospital Readmissions,Connecticut,27,14.8,-0.2,15.2,14.5
2016,2016 Senior,Hospital Readmissions,District of Columbia,,15.3,,16.3,14.3
2016,2016 Senior,Hospital Readmissions,Delaware,22,14.6,-0.4,15.2,13.9
2016,2016 Senior,Hospital Readmissions,Florida,38,15.3,0.3,15.4,15.1
2016,2016 Senior,Hospital Readmissions,Georgia,28,14.9,-0.1,15.1,14.6
2016,2016 Senior,Hospital Readmissions,Hawaii,4,12.9,-2,13.8,12.1
2016,2016 Senior,Hospital Readmissions,Iowa,20,14.5,-0.5,14.9,14.1
2016,2016 Senior,Hospital Readmissions,Idaho,2,12.6,-2,13.3,11.9
2016,2016 Senior,Hospital Readmissions,Illinois,40,15.4,0.4,15.5,15.2
2016,2016 Senior,Hospital Readmissions,Indiana,24,14.7,-0.3,15,14.5
2016,2016 Senior,Hospital Readmissions,Kansas,24,14.7,-0.3,15.1,14.3
2016,2016 Senior,Hospital Readmissions,Kentucky,47,16,1.1,16.3,15.7
2016,2016 Senior,Hospital Readmissions,Louisiana,48,16.2,1.3,16.5,15.8
2016,2016 Senior,Hospital Readmissions,Massachusetts,28,14.9,-0.1,15.2,14.6
2016,2016 Senior,Hospital Readmissions,Maryland,,,0,,
2016,2016 Senior,Hospital Readmissions,Maine,10,14,-1.1,14.5,13.4
2016,2016 Senior,Hospital Readmissions,Michigan,40,15.4,0.4,15.6,15.2
2016,2016 Senior,Hospital Readmissions,Minnesota,10,14,-1.1,14.4,13.6
2016,2016 Senior,Hospital Readmissions,Missouri,35,15.2,0.2,15.5,14.9
2016,2016 Senior,Hospital Readmissions,Mississippi,43,15.5,0.5,15.9,15.1
2016,2016 Senior,Hospital Readmissions,Montana,6,13.5,-1.6,14.1,12.8
2016,2016 Senior,Hospital Readmissions,North Carolina,20,14.5,-0.5,14.8,14.3
2016,2016 Senior,Hospital Readmissions,North Dakota,9,13.9,-1.2,14.7,13.1
2016,2016 Senior,Hospital Readmissions,Nebraska,15,14.2,-0.9,14.7,13.7
2016,2016 Senior,Hospital Readmissions,New Hampshire,10,14,-1.1,14.6,13.4
2016,2016 Senior,Hospital Readmissions,New Jersey,46,15.9,1,16.2,15.7
2016,2016 Senior,Hospital Readmissions,New Mexico,6,13.5,-1.6,14.1,12.9
2016,2016 Senior,Hospital Readmissions,Nevada,34,15.1,0.1,15.6,14.5
2016,2016 Senior,Hospital Readmissions,New York,45,15.8,0.9,16,15.6
2016,2016 Senior,Hospital Readmissions,Ohio,40,15.4,0.4,15.6,15.2
2016,2016 Senior,Hospital Readmissions,Oklahoma,38,15.3,0.3,15.7,14.9
2016,2016 Senior,Hospital Readmissions,Oregon,8,13.6,-1.5,14.1,13.2
2016,2016 Senior,Hospital Readmissions,Pennsylvania,28,14.9,-0.1,15.1,14.7
2016,2016 Senior,Hospital Readmissions,Rhode Island,28,14.9,-0.1,15.7,14.2
2016,2016 Senior,Hospital Readmissions,South Carolina,24,14.7,-0.3,15,14.3
2016,2016 Senior,Hospital Readmissions,South Dakota,2,12.6,-2,13.2,11.9
2016,2016 Senior,Hospital Readmissions,Tennessee,35,15.2,0.2,15.4,14.9
2016,2016 Senior,Hospital Readmissions,Texas,28,14.9,-0.1,15.1,14.7
2016,2016 Senior,Hospital Readmissions,Utah,1,12.4,-2,13,11.8
2016,2016 Senior,Hospital Readmissions,Virginia,35,15.2,0.2,15.5,15
2016,2016 Senior,Hospital Readmissions,Vermont,18,14.4,-0.6,15.2,13.6
2016,2016 Senior,Hospital Readmissions,Washington,14,14.1,-1,14.5,13.8
2016,2016 Senior,Hospital Readmissions,Wisconsin,15,14.2,-0.9,14.5,13.9
2016,2016 Senior,Hospital Readmissions,West Virginia,49,16.3,1.4,16.8,15.8
2016,2016 Senior,Hospital Readmissions,Wyoming,10,14,-1.1,15,13.1
2016,2016 Senior,ICU Use ,Alaska,13,8.1,-1.38,,
2016,2016 Senior,ICU Use ,Alabama,37,14.4,0.05,,
2016,2016 Senior,ICU Use ,United States,,14.2,,,
2016,2016 Senior,ICU Use ,Arkansas,19,9.5,-1.07,,
2016,2016 Senior,ICU Use ,Arizona,39,15,0.18,,
2016,2016 Senior,ICU Use ,California,48,18.3,0.93,,
2016,2016 Senior,ICU Use ,Colorado,18,8.9,-1.2,,
2016,2016 Senior,ICU Use ,Connecticut,38,14.7,0.11,,
2016,2016 Senior,ICU Use ,District of Columbia,,13.2,,,
2016,2016 Senior,ICU Use ,Delaware,34,14.1,-0.02,,
2016,2016 Senior,ICU Use ,Florida,49,20.8,1.5,,
2016,2016 Senior,ICU Use ,Georgia,27,12.3,-0.43,,
2016,2016 Senior,ICU Use ,Hawaii,30,13.5,-0.16,,
2016,2016 Senior,ICU Use ,Iowa,12,7.6,-1.5,,
2016,2016 Senior,ICU Use ,Idaho,4,5.3,-2,,
2016,2016 Senior,ICU Use ,Illinois,45,16.7,0.57,,
2016,2016 Senior,ICU Use ,Indiana,29,13.3,-0.2,,
2016,2016 Senior,ICU Use ,Kansas,21,10.6,-0.82,,
2016,2016 Senior,ICU Use ,Kentucky,44,16.6,0.54,,
2016,2016 Senior,ICU Use ,Louisiana,32,13.6,-0.14,,
2016,2016 Senior,ICU Use ,Massachusetts,15,8.2,-1.36,,
2016,2016 Senior,ICU Use ,Maryland,22,11.5,-0.61,,
2016,2016 Senior,ICU Use ,Maine,5,5.5,-1.97,,
2016,2016 Senior,ICU Use ,Michigan,28,13,-0.27,,
2016,2016 Senior,ICU Use ,Minnesota,6,6.2,-1.81,,
2016,2016 Senior,ICU Use ,Missouri,33,13.9,-0.07,,
2016,2016 Senior,ICU Use ,Mississippi,24,11.7,-0.57,,
2016,2016 Senior,ICU Use ,Montana,11,7.4,-1.54,,
2016,2016 Senior,ICU Use ,North Carolina,30,13.5,-0.16,,
2016,2016 Senior,ICU Use ,North Dakota,1,4.4,-2,,
2016,2016 Senior,ICU Use ,Nebraska,20,10.4,-0.86,,
2016,2016 Senior,ICU Use ,New Hampshire,10,7.2,-1.59,,
2016,2016 Senior,ICU Use ,New Jersey,50,22.7,1.93,,
2016,2016 Senior,ICU Use ,New Mexico,23,11.6,-0.59,,
2016,2016 Senior,ICU Use ,Nevada,47,17.2,0.68,,
2016,2016 Senior,ICU Use ,New York,25,11.9,-0.52,,
2016,2016 Senior,ICU Use ,Ohio,40,15.1,0.2,,
2016,2016 Senior,ICU Use ,Oklahoma,25,11.9,-0.52,,
2016,2016 Senior,ICU Use ,Oregon,3,5.2,-2,,
2016,2016 Senior,ICU Use ,Pennsylvania,41,15.4,0.27,,
2016,2016 Senior,ICU Use ,Rhode Island,13,8.1,-1.38,,
2016,2016 Senior,ICU Use ,South Carolina,36,14.3,0.02,,
2016,2016 Senior,ICU Use ,South Dakota,15,8.2,-1.36,,
2016,2016 Senior,ICU Use ,Tennessee,35,14.2,0,,
2016,2016 Senior,ICU Use ,Texas,43,16.3,0.48,,
2016,2016 Senior,ICU Use ,Utah,8,6.4,-1.77,,
2016,2016 Senior,ICU Use ,Virginia,42,16.1,0.43,,
2016,2016 Senior,ICU Use ,Vermont,2,4.7,-2,,
2016,2016 Senior,ICU Use ,Washington,17,8.8,-1.22,,
2016,2016 Senior,ICU Use ,Wisconsin,9,6.5,-1.75,,
2016,2016 Senior,ICU Use ,West Virginia,46,16.8,0.59,,
2016,2016 Senior,ICU Use ,Wyoming,6,6.2,-1.81,,
2016,2016 Senior,Low-care Nursing Home Residents,Alaska,26,11.8,0,,
2016,2016 Senior,Low-care Nursing Home Residents,Alabama,31,12.7,0.2,,
2016,2016 Senior,Low-care Nursing Home Residents,United States,,11.8,,,
2016,2016 Senior,Low-care Nursing Home Residents,Arkansas,42,15.9,0.92,,
2016,2016 Senior,Low-care Nursing Home Residents,Arizona,22,10.9,-0.2,,
2016,2016 Senior,Low-care Nursing Home Residents,California,20,10.7,-0.25,,
2016,2016 Senior,Low-care Nursing Home Residents,Colorado,35,13.4,0.36,,
2016,2016 Senior,Low-care Nursing Home Residents,Connecticut,37,13.5,0.38,,
2016,2016 Senior,Low-care Nursing Home Residents,District of Columbia,,,,,
2016,2016 Senior,Low-care Nursing Home Residents,Delaware,33,13.2,0.31,,
2016,2016 Senior,Low-care Nursing Home Residents,Florida,13,8.7,-0.69,,
2016,2016 Senior,Low-care Nursing Home Residents,Georgia,19,10,-0.4,,
2016,2016 Senior,Low-care Nursing Home Residents,Hawaii,2,4.3,-1.68,,
2016,2016 Senior,Low-care Nursing Home Residents,Iowa,44,16.8,1.12,,
2016,2016 Senior,Low-care Nursing Home Residents,Idaho,21,10.8,-0.22,,
2016,2016 Senior,Low-care Nursing Home Residents,Illinois,46,18,1.39,,
2016,2016 Senior,Low-care Nursing Home Residents,Indiana,11,8.1,-0.83,,
2016,2016 Senior,Low-care Nursing Home Residents,Kansas,48,20.1,1.86,,
2016,2016 Senior,Low-care Nursing Home Residents,Kentucky,7,7,-1.07,,
2016,2016 Senior,Low-care Nursing Home Residents,Louisiana,43,16.5,1.05,,
2016,2016 Senior,Low-care Nursing Home Residents,Massachusetts,23,11,-0.18,,
2016,2016 Senior,Low-care Nursing Home Residents,Maryland,8,7.4,-0.98,,
2016,2016 Senior,Low-care Nursing Home Residents,Maine,1,4.1,-1.72,,
2016,2016 Senior,Low-care Nursing Home Residents,Michigan,17,9.8,-0.45,,
2016,2016 Senior,Low-care Nursing Home Residents,Minnesota,40,15.1,0.74,,
2016,2016 Senior,Low-care Nursing Home Residents,Missouri,49,23.7,2,,
2016,2016 Senior,Low-care Nursing Home Residents,Mississippi,35,13.4,0.36,,
2016,2016 Senior,Low-care Nursing Home Residents,Montana,47,18.8,1.56,,
2016,2016 Senior,Low-care Nursing Home Residents,North Carolina,6,6.8,-1.12,,
2016,2016 Senior,Low-care Nursing Home Residents,North Dakota,39,15,0.72,,
2016,2016 Senior,Low-care Nursing Home Residents,Nebraska,38,14.8,0.67,,
2016,2016 Senior,Low-care Nursing Home Residents,New Hampshire,33,13.2,0.31,,
2016,2016 Senior,Low-care Nursing Home Residents,New Jersey,24,11.1,-0.16,,
2016,2016 Senior,Low-care Nursing Home Residents,New Mexico,32,13,0.27,,
2016,2016 Senior,Low-care Nursing Home Residents,Nevada,17,9.8,-0.45,,
2016,2016 Senior,Low-care Nursing Home Residents,New York,13,8.7,-0.69,,
2016,2016 Senior,Low-care Nursing Home Residents,Ohio,25,11.2,-0.13,,
2016,2016 Senior,Low-care Nursing Home Residents,Oklahoma,49,22.8,2,,
2016,2016 Senior,Low-care Nursing Home Residents,Oregon,13,8.7,-0.69,,
2016,2016 Senior,Low-care Nursing Home Residents,Pennsylvania,8,7.4,-0.98,,
2016,2016 Senior,Low-care Nursing Home Residents,Rhode Island,30,12.6,0.18,,
2016,2016 Senior,Low-care Nursing Home Residents,South Carolina,4,5.2,-1.48,,
2016,2016 Senior,Low-care Nursing Home Residents,South Dakota,44,16.8,1.12,,
2016,2016 Senior,Low-care Nursing Home Residents,Tennessee,5,6.4,-1.21,,
2016,2016 Senior,Low-care Nursing Home Residents,Texas,28,12.1,0.07,,
2016,2016 Senior,Low-care Nursing Home Residents,Utah,3,5,-1.52,,
2016,2016 Senior,Low-care Nursing Home Residents,Virginia,16,9.1,-0.6,,
2016,2016 Senior,Low-care Nursing Home Residents,Vermont,10,7.6,-0.94,,
2016,2016 Senior,Low-care Nursing Home Residents,Washington,12,8.4,-0.76,,
2016,2016 Senior,Low-care Nursing Home Residents,Wisconsin,26,11.8,0,,
2016,2016 Senior,Low-care Nursing Home Residents,West Virginia,29,12.2,0.09,,
2016,2016 Senior,Low-care Nursing Home Residents,Wyoming,41,15.2,0.76,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Alabama,43,41,0.63,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Alaska,2,22.3,-2,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Arizona,15,31.7,-0.95,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Arkansas,25,35.8,-0.25,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,California,23,34.4,-0.49,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Colorado,5,25.8,-1.95,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Connecticut,36,38.6,0.22,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Delaware,42,40.6,0.56,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Florida,50,44.7,1.25,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Georgia,32,37.8,0.08,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Hawaii,20,32.7,-0.78,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Idaho,6,26.6,-1.81,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Illinois,28,37.1,-0.03,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Indiana,34,38.1,0.14,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Iowa,14,31.4,-1,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Kansas,22,34.2,-0.53,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Kentucky,46,41.9,0.78,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Louisiana,48,42.6,0.9,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Maine,21,33.2,-0.7,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Maryland,30,37.6,0.05,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Massachusetts,29,37.2,-0.02,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Michigan,44,41.2,0.66,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Minnesota,10,28.4,-1.51,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Mississippi,33,38,0.12,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Missouri,31,37.7,0.07,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Montana,3,24.6,-2,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Nebraska,13,30.5,-1.15,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Nevada,16,31.8,-0.93,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,New Hampshire,17,31.9,-0.92,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,New Jersey,49,43.4,1.03,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,New Mexico,11,29.5,-1.32,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,New York,46,41.9,0.78,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,North Carolina,27,36.7,-0.1,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,North Dakota,18,32.1,-0.88,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Ohio,39,40.1,0.47,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Oklahoma,37,38.7,0.24,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Oregon,6,26.6,-1.81,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Pennsylvania,41,40.2,0.49,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Rhode Island,39,40.1,0.47,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,South Carolina,26,36.6,-0.12,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,South Dakota,12,29.8,-1.27,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Tennessee,35,38.3,0.17,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Texas,38,39.8,0.42,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Utah,8,27.3,-1.7,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Vermont,4,25.7,-1.97,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Virginia,24,34.8,-0.42,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Washington,9,27.7,-1.63,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,West Virginia,44,41.2,0.66,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Wisconsin,19,32.4,-0.83,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,Wyoming,1,22,-2,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,United States,,37.3,,,
2016,2016 Senior,Multiple Chronic Conditions - Seniors,District of Columbia,,34.3,,,
2016,2016 Senior,Nursing Home Quality,Alaska,18,47.3,0.6,,
2016,2016 Senior,Nursing Home Quality,Alabama,19,47.1,0.58,,
2016,2016 Senior,Nursing Home Quality,United States,,42.4,,,
2016,2016 Senior,Nursing Home Quality,Arkansas,10,50.1,0.95,,
2016,2016 Senior,Nursing Home Quality,Arizona,20,46.6,0.52,,
2016,2016 Senior,Nursing Home Quality,California,10,50.1,0.95,,
2016,2016 Senior,Nursing Home Quality,Colorado,16,48.7,0.77,,
2016,2016 Senior,Nursing Home Quality,Connecticut,8,51.2,1.08,,
2016,2016 Senior,Nursing Home Quality,District of Columbia,,51.7,,,
2016,2016 Senior,Nursing Home Quality,Delaware,20,46.6,0.52,,
2016,2016 Senior,Nursing Home Quality,Florida,17,47.5,0.63,,
2016,2016 Senior,Nursing Home Quality,Georgia,42,34.6,-0.96,,
2016,2016 Senior,Nursing Home Quality,Hawaii,2,58.3,1.95,,
2016,2016 Senior,Nursing Home Quality,Iowa,14,49.6,0.88,,
2016,2016 Senior,Nursing Home Quality,Idaho,7,52.5,1.24,,
2016,2016 Senior,Nursing Home Quality,Illinois,39,36.9,-0.68,,
2016,2016 Senior,Nursing Home Quality,Indiana,12,49.8,0.91,,
2016,2016 Senior,Nursing Home Quality,Kansas,34,41.2,-0.15,,
2016,2016 Senior,Nursing Home Quality,Kentucky,47,32,-1.28,,
2016,2016 Senior,Nursing Home Quality,Louisiana,50,27.2,-1.87,,
2016,2016 Senior,Nursing Home Quality,Massachusetts,15,49.5,0.87,,
2016,2016 Senior,Nursing Home Quality,Maryland,20,46.6,0.52,,
2016,2016 Senior,Nursing Home Quality,Maine,3,57.7,1.88,,
2016,2016 Senior,Nursing Home Quality,Michigan,26,45.9,0.43,,
2016,2016 Senior,Nursing Home Quality,Minnesota,9,50.6,1.01,,
2016,2016 Senior,Nursing Home Quality,Missouri,32,42.2,-0.02,,
2016,2016 Senior,Nursing Home Quality,Mississippi,40,35.4,-0.86,,
2016,2016 Senior,Nursing Home Quality,Montana,35,40.9,-0.18,,
2016,2016 Senior,Nursing Home Quality,North Carolina,41,34.9,-0.92,,
2016,2016 Senior,Nursing Home Quality,North Dakota,1,62.9,2,,
2016,2016 Senior,Nursing Home Quality,Nebraska,28,44.8,0.29,,
2016,2016 Senior,Nursing Home Quality,New Hampshire,4,54.7,1.51,,
2016,2016 Senior,Nursing Home Quality,New Jersey,6,53.1,1.31,,
2016,2016 Senior,Nursing Home Quality,New Mexico,45,32.7,-1.19,,
2016,2016 Senior,Nursing Home Quality,Nevada,30,43.6,0.15,,
2016,2016 Senior,Nursing Home Quality,New York,27,45.1,0.33,,
2016,2016 Senior,Nursing Home Quality,Ohio,37,38,-0.54,,
2016,2016 Senior,Nursing Home Quality,Oklahoma,46,32.5,-1.22,,
2016,2016 Senior,Nursing Home Quality,Oregon,23,46.5,0.5,,
2016,2016 Senior,Nursing Home Quality,Pennsylvania,38,37.3,-0.63,,
2016,2016 Senior,Nursing Home Quality,Rhode Island,24,46.2,0.47,,
2016,2016 Senior,Nursing Home Quality,South Carolina,33,41.5,-0.11,,
2016,2016 Senior,Nursing Home Quality,South Dakota,31,43.3,0.11,,
2016,2016 Senior,Nursing Home Quality,Tennessee,36,40.7,-0.21,,
2016,2016 Senior,Nursing Home Quality,Texas,49,29.1,-1.63,,
2016,2016 Senior,Nursing Home Quality,Utah,25,46.1,0.45,,
2016,2016 Senior,Nursing Home Quality,Virginia,43,34.3,-1,,
