"","EdiblePoisonous","CapShape","CapSurface","CapColor","Odor","GrowsIn"
"4050","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4051","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4052","Poisonous","Convex","Fibrous","Pink","Creosote","woods"
"4053","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4054","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4055","Edible","Flat","Scaly","Red","None","woods"
"4056","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4057","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4058","Poisonous","Convex","Fibrous","Gray","Creosote","woods"
"4059","Poisonous","Convex","Smooth","Pink","Creosote","woods"
"4060","Edible","Convex","Fibrous","Red","None","woods"
"4061","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4062","Edible","Flat","Fibrous","Brown","None","woods"
"4063","Edible","Flat","Scaly","Red","None","woods"
"4064","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4065","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4066","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4067","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4068","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4069","Edible","Flat","Scaly","Gray","None","woods"
"4070","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4071","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4072","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4073","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4074","Edible","Flat","Fibrous","Red","None","woods"
"4075","Edible","Flat","Scaly","Brown","None","woods"
"4076","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4077","Edible","Flat","Scaly","Purple","None","woods"
"4078","Edible","Flat","Scaly","Brown","None","woods"
"4079","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4080","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4081","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4082","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4083","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4084","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4085","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4086","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4087","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4088","Edible","Convex","Fibrous","Gray","None","woods"
"4089","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4090","Edible","Flat","Scaly","Red","None","woods"
"4091","Poisonous","Convex","Fibrous","Gray","Foul","woods"
"4092","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4093","Edible","Flat","Scaly","Brown","None","woods"
"4094","Edible","Flat","Fibrous","Gray","None","woods"
"4095","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4096","Edible","Convex","Fibrous","Red","None","woods"
"4097","Edible","Flat","Fibrous","Red","None","woods"
"4098","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4099","Poisonous","Convex","Fibrous","White","Creosote","woods"
"4100","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4101","Poisonous","Convex","Scaly","Red","Fishy","woods"
"4102","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4103","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4104","Edible","Flat","Scaly","Gray","None","woods"
"4105","Poisonous","Convex","Scaly","Brown","Foul","leaves"
"4106","Edible","Flat","Scaly","Red","None","woods"
"4107","Poisonous","Bell","Smooth","Buff","None","meadows"
"4108","Edible","Flat","Fibrous","Gray","None","woods"
"4109","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4110","Edible","Flat","Scaly","Gray","None","woods"
"4111","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4112","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4113","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4114","Edible","Flat","Fibrous","Red","None","woods"
"4115","Poisonous","Convex","Fibrous","Gray","Foul","paths"
"4116","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4117","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4118","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4119","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4120","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4121","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4122","Edible","Flat","Scaly","Red","None","woods"
"4123","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4124","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4125","Edible","Flat","Fibrous","Brown","None","woods"
"4126","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4127","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4128","Edible","Flat","Scaly","Brown","None","woods"
"4129","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4130","Edible","Flat","Fibrous","Red","None","woods"
"4131","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4132","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4133","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4134","Poisonous","Convex","Smooth","Gray","Creosote","woods"
"4135","Edible","Flat","Fibrous","Gray","None","woods"
"4136","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4137","Poisonous","Convex","Fibrous","Gray","Foul","woods"
"4138","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4139","Edible","Flat","Scaly","Brown","None","woods"
"4140","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4141","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4142","Edible","Flat","Scaly","Red","None","woods"
"4143","Edible","Flat","Scaly","Red","None","woods"
"4144","Poisonous","Flat","Smooth","Gray","Foul","urban"
"4145","Poisonous","Convex","Fibrous","Gray","Foul","paths"
"4146","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4147","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4148","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4149","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4150","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4151","Edible","Flat","Scaly","Red","None","woods"
"4152","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4153","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4154","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4155","Edible","Flat","Fibrous","Red","None","woods"
"4156","Edible","Flat","Scaly","Red","None","woods"
"4157","Edible","Flat","Scaly","Red","None","woods"
"4158","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4159","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4160","Edible","Flat","Scaly","Brown","None","woods"
"4161","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4162","Edible","Flat","Fibrous","Gray","None","woods"
"4163","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4164","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4165","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4166","Edible","Flat","Fibrous","Cinnamon","None","leaves"
"4167","Poisonous","Convex","Fibrous","Gray","Foul","woods"
"4168","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4169","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4170","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4171","Poisonous","Convex","Smooth","Buff","Foul","urban"
"4172","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4173","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4174","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4175","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4176","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4177","Edible","Flat","Fibrous","Gray","None","woods"
"4178","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4179","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4180","Edible","Flat","Scaly","Red","None","woods"
"4181","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4182","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4183","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4184","Edible","Flat","Fibrous","Gray","None","woods"
"4185","Poisonous","Convex","Fibrous","Gray","Foul","grasses"
"4186","Poisonous","Convex","Fibrous","Gray","Foul","paths"
"4187","Edible","Flat","Scaly","Brown","None","woods"
"4188","Edible","Flat","Fibrous","Gray","None","woods"
"4189","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4190","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4191","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4192","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4193","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4194","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4195","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4196","Edible","Flat","Fibrous","Red","None","woods"
"4197","Poisonous","Convex","Scaly","Brown","Fishy","woods"
"4198","Edible","Convex","Scaly","Gray","None","woods"
"4199","Poisonous","Convex","Fibrous","Gray","Creosote","woods"
"4200","Poisonous","Convex","Fibrous","Pink","Creosote","woods"
"4201","Poisonous","Convex","Scaly","Brown","Fishy","leaves"
"4202","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4203","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4204","Poisonous","Convex","Smooth","Gray","Foul","urban"
"4205","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4206","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4207","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4208","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4209","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4210","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4211","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4212","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4213","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4214","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4215","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4216","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4217","Poisonous","Flat","Smooth","Gray","Foul","urban"
"4218","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4219","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4220","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4221","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4222","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4223","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4224","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4225","Edible","Flat","Scaly","Red","None","woods"
"4226","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4227","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4228","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4229","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4230","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4231","Poisonous","Convex","Fibrous","Gray","Foul","woods"
"4232","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4233","Poisonous","Flat","Smooth","White","Foul","urban"
"4234","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4235","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4236","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4237","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4238","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4239","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4240","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4241","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4242","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4243","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4244","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4245","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4246","Poisonous","Convex","Smooth","White","Foul","grasses"
"4247","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4248","Poisonous","Convex","Smooth","Buff","Foul","grasses"
"4249","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4250","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4251","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4252","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4253","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4254","Edible","Flat","Scaly","Gray","None","woods"
"4255","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4256","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4257","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4258","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4259","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4260","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4261","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4262","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4263","Poisonous","Convex","Fibrous","Pink","Creosote","woods"
"4264","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4265","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4266","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4267","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4268","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4269","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4270","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4271","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4272","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4273","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4274","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4275","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4276","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4277","Edible","Knobbed","Scaly","Brown","None","leaves"
"4278","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4279","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4280","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4281","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4282","Poisonous","Convex","Fibrous","Gray","Foul","paths"
"4283","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4284","Edible","Flat","Smooth","Pink","None","waste"
"4285","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4286","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4287","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4288","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4289","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4290","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4291","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4292","Edible","Knobbed","Smooth","Pink","None","waste"
"4293","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4294","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4295","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4296","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4297","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4298","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4299","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4300","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4301","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4302","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4303","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4304","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4305","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4306","Edible","Flat","Scaly","Gray","None","woods"
"4307","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4308","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4309","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4310","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4311","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4312","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4313","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4314","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4315","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4316","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4317","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4318","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4319","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4320","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4321","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4322","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4323","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4324","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4325","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4326","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4327","Edible","Convex","Scaly","Green","None","woods"
"4328","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4329","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4330","Poisonous","Convex","Scaly","Brown","Spicy","paths"
"4331","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4332","Poisonous","Knobbed","Scaly","Brown","None","woods"
"4333","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4334","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4335","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4336","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4337","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4338","Poisonous","Convex","Fibrous","Gray","Foul","woods"
"4339","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4340","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4341","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4342","Edible","Flat","Scaly","Red","None","woods"
"4343","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4344","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4345","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4346","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4347","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4348","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4349","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4350","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4351","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4352","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4353","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4354","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4355","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4356","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4357","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4358","Edible","Convex","Smooth","Red","None","waste"
"4359","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4360","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4361","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4362","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4363","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4364","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4365","Poisonous","Bell","Scaly","White","None","leaves"
"4366","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4367","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4368","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4369","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4370","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4371","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4372","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4373","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4374","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4375","Poisonous","Convex","Smooth","White","Foul","urban"
"4376","Edible","Flat","Scaly","Gray","None","woods"
"4377","Poisonous","Convex","Scaly","Brown","Fishy","woods"
"4378","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4379","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4380","Edible","Flat","Scaly","Red","None","woods"
"4381","Edible","Convex","Scaly","Buff","None","waste"
"4382","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4383","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4384","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4385","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4386","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4387","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4388","Poisonous","Convex","Fibrous","Gray","Foul","grasses"
"4389","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4390","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4391","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4392","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4393","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4394","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4395","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4396","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4397","Edible","Convex","Scaly","Purple","None","woods"
"4398","Poisonous","Convex","Fibrous","Gray","Foul","grasses"
"4399","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4400","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4401","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4402","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4403","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4404","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4405","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4406","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4407","Poisonous","Flat","Scaly","Yellow","Foul","paths"
"4408","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4409","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4410","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4411","Edible","Flat","Fibrous","Red","None","woods"
"4412","Poisonous","Flat","Smooth","Buff","Foul","urban"
"4413","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4414","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4415","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4416","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4417","Poisonous","Flat","Scaly","Yellow","Foul","woods"
"4418","Edible","Flat","Scaly","Brown","None","woods"
"4419","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4420","Edible","Convex","Smooth","Buff","None","waste"
"4421","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4422","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4423","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4424","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4425","Edible","Flat","Fibrous","Red","None","woods"
"4426","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4427","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4428","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4429","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4430","Poisonous","Convex","Scaly","Brown","Fishy","woods"
"4431","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4432","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4433","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4434","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
"4435","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4436","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4437","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4438","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4439","Poisonous","Convex","Smooth","Gray","Creosote","woods"
"4440","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4441","Poisonous","Flat","Smooth","Gray","Foul","urban"
"4442","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4443","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4444","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4445","Edible","Flat","Scaly","Gray","None","woods"
"4446","Poisonous","Flat","Fibrous","Gray","Foul","woods"
"4447","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4448","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4449","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4450","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4451","Poisonous","Convex","Fibrous","Yellow","Foul","paths"
"4452","Edible","Flat","Scaly","Brown","None","woods"
"4453","Poisonous","Convex","Scaly","Gray","Foul","grasses"
"4454","Poisonous","Flat","Fibrous","Yellow","Foul","grasses"
"4455","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4456","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4457","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4458","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4459","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4460","Edible","Knobbed","Scaly","Buff","None","waste"
"4461","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4462","Poisonous","Convex","Scaly","Brown","Spicy","woods"
"4463","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4464","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4465","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4466","Poisonous","Flat","Scaly","Gray","Foul","woods"
"4467","Poisonous","Flat","Fibrous","Gray","Foul","grasses"
"4468","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4469","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4470","Poisonous","Convex","Smooth","White","Foul","urban"
"4471","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4472","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4473","Poisonous","Convex","Fibrous","Yellow","Foul","grasses"
"4474","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4475","Poisonous","Flat","Scaly","Yellow","Foul","grasses"
"4476","Poisonous","Convex","Scaly","Yellow","Foul","grasses"
"4477","Poisonous","Convex","Scaly","Yellow","Foul","paths"
"4478","Poisonous","Flat","Scaly","Gray","Foul","paths"
"4479","Poisonous","Flat","Fibrous","Yellow","Foul","paths"
"4480","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4481","Edible","Flat","Scaly","Brown","None","woods"
"4482","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4483","Poisonous","Convex","Scaly","Gray","Foul","paths"
"4484","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4485","Poisonous","Flat","Scaly","Gray","Foul","grasses"
"4486","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4487","Poisonous","Flat","Fibrous","Gray","Foul","paths"
"4488","Poisonous","Convex","Scaly","Gray","Foul","woods"
"4489","Poisonous","Convex","Scaly","Yellow","Foul","woods"
"4490","Poisonous","Convex","Fibrous","Yellow","Foul","woods"
"4491","Poisonous","Flat","Fibrous","Yellow","Foul","woods"
